Country Name,Country Code,Indicator Name,Indicator Code,values
Iraq,IRQ,Gini index,SI.POV.GINI,
Iceland,ISL,Gini index,SI.POV.GINI,
Israel,ISR,Gini index,SI.POV.GINI,38.6
Italy,ITA,Gini index,SI.POV.GINI,35.2
Jamaica,JAM,Gini index,SI.POV.GINI,35.6
Jordan,JOR,Gini index,SI.POV.GINI,
Japan,JPN,Gini index,SI.POV.GINI,
Kazakhstan,KAZ,Gini index,SI.POV.GINI,27.8
Kenya,KEN,Gini index,SI.POV.GINI,
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,27.7
Cambodia,KHM,Gini index,SI.POV.GINI,
Kiribati,KIR,Gini index,SI.POV.GINI,
St. Kitts and Nevis,KNA,Gini index,SI.POV.GINI,
"Korea, Rep.",KOR,Gini index,SI.POV.GINI,33.7
Kuwait,KWT,Gini index,SI.POV.GINI,
Latin America & Caribbean (excluding high income),LAC,Gini index,SI.POV.GINI,
Lao PDR,LAO,Gini index,SI.POV.GINI,38.8
Lebanon,LBN,Gini index,SI.POV.GINI,
Liberia,LBR,Gini index,SI.POV.GINI,
Libya,LBY,Gini index,SI.POV.GINI,
St. Lucia,LCA,Gini index,SI.POV.GINI,
Latin America & Caribbean,LCN,Gini index,SI.POV.GINI,
Least developed countries: UN classification,LDC,Gini index,SI.POV.GINI,
Low income,LIC,Gini index,SI.POV.GINI,
Liechtenstein,LIE,Gini index,SI.POV.GINI,
Sri Lanka,LKA,Gini index,SI.POV.GINI,
Lower middle income,LMC,Gini index,SI.POV.GINI,
Low & middle income,LMY,Gini index,SI.POV.GINI,
Lesotho,LSO,Gini index,SI.POV.GINI,
Late-demographic dividend,LTE,Gini index,SI.POV.GINI,
Lithuania,LTU,Gini index,SI.POV.GINI,35.7
Luxembourg,LUX,Gini index,SI.POV.GINI,35.4
Latvia,LVA,Gini index,SI.POV.GINI,35.1
"Macao SAR, China",MAC,Gini index,SI.POV.GINI,
St. Martin (French part),MAF,Gini index,SI.POV.GINI,
Morocco,MAR,Gini index,SI.POV.GINI,
Monaco,MCO,Gini index,SI.POV.GINI,
Moldova,MDA,Gini index,SI.POV.GINI,25.7
Madagascar,MDG,Gini index,SI.POV.GINI,
Maldives,MDV,Gini index,SI.POV.GINI,
Middle East & North Africa,MEA,Gini index,SI.POV.GINI,
Mexico,MEX,Gini index,SI.POV.GINI,46
Marshall Islands,MHL,Gini index,SI.POV.GINI,
Middle income,MIC,Gini index,SI.POV.GINI,
North Macedonia,MKD,Gini index,SI.POV.GINI,33
Mali,MLI,Gini index,SI.POV.GINI,36
Malta,MLT,Gini index,SI.POV.GINI,28.7
Myanmar,MMR,Gini index,SI.POV.GINI,
Middle East & North Africa (excluding high income),MNA,Gini index,SI.POV.GINI,
Montenegro,MNE,Gini index,SI.POV.GINI,36.8
Mongolia,MNG,Gini index,SI.POV.GINI,32.7
Northern Mariana Islands,MNP,Gini index,SI.POV.GINI,
Mozambique,MOZ,Gini index,SI.POV.GINI,
Mauritania,MRT,Gini index,SI.POV.GINI,
Mauritius,MUS,Gini index,SI.POV.GINI,
Malawi,MWI,Gini index,SI.POV.GINI,
Malaysia,MYS,Gini index,SI.POV.GINI,41.2
North America,NAC,Gini index,SI.POV.GINI,
Namibia,NAM,Gini index,SI.POV.GINI,
New Caledonia,NCL,Gini index,SI.POV.GINI,
Niger,NER,Gini index,SI.POV.GINI,37.3
Nigeria,NGA,Gini index,SI.POV.GINI,35.1
Nicaragua,NIC,Gini index,SI.POV.GINI,
Netherlands,NLD,Gini index,SI.POV.GINI,28.1
Norway,NOR,Gini index,SI.POV.GINI,27.6
Nepal,NPL,Gini index,SI.POV.GINI,
Nauru,NRU,Gini index,SI.POV.GINI,
New Zealand,NZL,Gini index,SI.POV.GINI,
OECD members,OED,Gini index,SI.POV.GINI,
Oman,OMN,Gini index,SI.POV.GINI,
Other small states,OSS,Gini index,SI.POV.GINI,
Pakistan,PAK,Gini index,SI.POV.GINI,29.6
Panama,PAN,Gini index,SI.POV.GINI,49.2
Peru,PER,Gini index,SI.POV.GINI,42.4
Philippines,PHL,Gini index,SI.POV.GINI,42.3
Palau,PLW,Gini index,SI.POV.GINI,
Papua New Guinea,PNG,Gini index,SI.POV.GINI,
Poland,POL,Gini index,SI.POV.GINI,30.2
Pre-demographic dividend,PRE,Gini index,SI.POV.GINI,
Puerto Rico,PRI,Gini index,SI.POV.GINI,
"Korea, Dem. People's Rep.",PRK,Gini index,SI.POV.GINI,
Portugal,PRT,Gini index,SI.POV.GINI,33.5
Paraguay,PRY,Gini index,SI.POV.GINI,46
West Bank and Gaza,PSE,Gini index,SI.POV.GINI,
Pacific island small states,PSS,Gini index,SI.POV.GINI,
Post-demographic dividend,PST,Gini index,SI.POV.GINI,
French Polynesia,PYF,Gini index,SI.POV.GINI,
Qatar,QAT,Gini index,SI.POV.GINI,
Romania,ROU,Gini index,SI.POV.GINI,35.8
Russian Federation,RUS,Gini index,SI.POV.GINI,35.3
Rwanda,RWA,Gini index,SI.POV.GINI,
South Asia,SAS,Gini index,SI.POV.GINI,
Saudi Arabia,SAU,Gini index,SI.POV.GINI,
Sudan,SDN,Gini index,SI.POV.GINI,
Senegal,SEN,Gini index,SI.POV.GINI,38.3
Singapore,SGP,Gini index,SI.POV.GINI,
Solomon Islands,SLB,Gini index,SI.POV.GINI,
Sierra Leone,SLE,Gini index,SI.POV.GINI,35.7
El Salvador,SLV,Gini index,SI.POV.GINI,38.6
San Marino,SMR,Gini index,SI.POV.GINI,
Somalia,SOM,Gini index,SI.POV.GINI,
Serbia,SRB,Gini index,SI.POV.GINI,35
Sub-Saharan Africa (excluding high income),SSA,Gini index,SI.POV.GINI,
South Sudan,SSD,Gini index,SI.POV.GINI,
Sub-Saharan Africa,SSF,Gini index,SI.POV.GINI,
Small states,SST,Gini index,SI.POV.GINI,
Sao Tome and Principe,STP,Gini index,SI.POV.GINI,
Suriname,SUR,Gini index,SI.POV.GINI,
Slovak Republic,SVK,Gini index,SI.POV.GINI,25
Slovenia,SVN,Gini index,SI.POV.GINI,24.6
Sweden,SWE,Gini index,SI.POV.GINI,30
Eswatini,SWZ,Gini index,SI.POV.GINI,
Sint Maarten (Dutch part),SXM,Gini index,SI.POV.GINI,
Seychelles,SYC,Gini index,SI.POV.GINI,32.1
Syrian Arab Republic,SYR,Gini index,SI.POV.GINI,
Turks and Caicos Islands,TCA,Gini index,SI.POV.GINI,
Chad,TCD,Gini index,SI.POV.GINI,37.5
East Asia & Pacific (IDA & IBRD countries),TEA,Gini index,SI.POV.GINI,
Europe & Central Asia (IDA & IBRD countries),TEC,Gini index,SI.POV.GINI,
Togo,TGO,Gini index,SI.POV.GINI,42.5
Thailand,THA,Gini index,SI.POV.GINI,36.4
Tajikistan,TJK,Gini index,SI.POV.GINI,
Turkmenistan,TKM,Gini index,SI.POV.GINI,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Gini index,SI.POV.GINI,
Timor-Leste,TLS,Gini index,SI.POV.GINI,
Middle East & North Africa (IDA & IBRD countries),TMN,Gini index,SI.POV.GINI,
Tonga,TON,Gini index,SI.POV.GINI,
South Asia (IDA & IBRD),TSA,Gini index,SI.POV.GINI,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Gini index,SI.POV.GINI,
Trinidad and Tobago,TTO,Gini index,SI.POV.GINI,
Tunisia,TUN,Gini index,SI.POV.GINI,
Turkiye,TUR,Gini index,SI.POV.GINI,42.4
Tuvalu,TUV,Gini index,SI.POV.GINI,
Tanzania,TZA,Gini index,SI.POV.GINI,40.5
Uganda,UGA,Gini index,SI.POV.GINI,
Ukraine,UKR,Gini index,SI.POV.GINI,26.1
Upper middle income,UMC,Gini index,SI.POV.GINI,
Uruguay,URY,Gini index,SI.POV.GINI,39.7
United States,USA,Gini index,SI.POV.GINI,41.4
Uzbekistan,UZB,Gini index,SI.POV.GINI,
St. Vincent and the Grenadines,VCT,Gini index,SI.POV.GINI,
"Venezuela, RB",VEN,Gini index,SI.POV.GINI,
British Virgin Islands,VGB,Gini index,SI.POV.GINI,
Virgin Islands (U.S.),VIR,Gini index,SI.POV.GINI,
Viet Nam,VNM,Gini index,SI.POV.GINI,35.7
Vanuatu,VUT,Gini index,SI.POV.GINI,
World,WLD,Gini index,SI.POV.GINI,
Samoa,WSM,Gini index,SI.POV.GINI,
Kosovo,XKX,Gini index,SI.POV.GINI,
"Yemen, Rep.",YEM,Gini index,SI.POV.GINI,
South Africa,ZAF,Gini index,SI.POV.GINI,
Zambia,ZMB,Gini index,SI.POV.GINI,
Zimbabwe,ZWE,Gini index,SI.POV.GINI,
